Loc+, Acap, Aexp, Arch, Cplx, Data, Docu, Flex, Ltex, Pcap, Pcon, Plex, Pmat, Prec, Pvol, Rely, Ruse, Sced, Site, Stor, Team, Time, Tool, Risk-, Effort-
600,5,2,6,3,4,3,2,4,1,1,2,3,5,4,5,3,2,2,5,6,5,2,14,25839
996,5,3,4,5,3,2,2,2,4,5,4,2,5,2,1,4,5,2,3,5,4,2,0,5848
986,5,1,6,3,3,2,6,2,3,3,2,4,5,4,1,4,1,4,6,3,4,4,11,9829
1217,5,3,6,2,4,3,4,2,2,3,2,3,6,3,3,2,3,1,4,4,5,4,1,22733
794,4,4,4,6,3,2,3,5,3,3,3,3,3,5,4,6,4,3,6,2,4,2,3,37013
215,3,1,3,3,2,3,2,3,3,3,2,4,1,3,1,4,3,4,5,3,5,1,2,6552
506,2,4,2,4,3,4,4,3,1,3,4,6,6,4,5,2,1,4,3,5,3,5,20,3651
1481,3,5,6,3,4,2,2,3,2,3,3,2,3,3,5,3,2,4,5,2,4,4,7,44288
1450,1,4,2,3,4,4,1,2,5,3,2,5,4,2,3,5,2,3,3,2,5,4,7,52360
1988,2,1,6,6,3,2,5,4,3,5,1,2,5,3,2,4,2,2,5,3,6,4,15,56747
924,2,1,5,6,4,3,4,5,5,3,3,2,2,3,2,4,2,4,6,5,5,3,12,21919
1690,2,2,4,5,3,4,2,3,2,3,2,5,2,2,3,4,3,1,5,1,5,2,10,263522
1488,3,4,4,2,4,5,4,4,2,1,2,4,1,3,3,6,4,2,4,4,6,5,2,55441
725,4,2,2,3,5,4,3,3,2,2,5,2,5,4,1,5,1,2,6,1,5,4,14,62647
1118,3,4,2,1,4,3,4,4,3,1,4,2,3,5,5,5,2,3,4,5,5,2,6,37027
1289,4,3,4,4,4,5,5,5,3,3,1,3,6,4,4,2,4,3,5,5,6,2,2,38409
1278,5,1,1,5,2,2,4,3,3,4,3,1,3,2,1,6,4,4,5,2,5,1,10,36590
1938,2,4,5,5,3,1,3,2,2,3,5,4,5,3,3,3,4,4,5,2,3,2,5,27876
1394,3,4,2,2,2,5,4,3,3,1,5,5,1,4,3,5,1,4,6,2,5,4,7,77593
1119,1,2,3,3,3,3,3,3,5,3,3,1,4,3,4,5,3,2,6,3,6,3,15,100390
1539,2,4,2,3,5,3,1,3,5,5,5,4,3,4,3,6,3,3,6,2,5,3,3,42748
360,3,1,3,2,3,3,2,4,4,2,2,2,6,3,4,5,3,2,5,1,5,5,6,18120
1546,3,2,4,6,4,3,5,4,1,2,4,3,5,4,4,4,2,4,5,3,3,4,12,51751
22,3,2,3,4,3,3,5,5,5,4,3,3,2,4,4,5,3,5,5,5,6,2,3,245
1781,3,2,4,2,4,4,5,2,2,1,2,6,5,3,1,3,3,4,5,4,4,4,3,21537
1262,4,3,1,2,4,1,2,2,2,1,3,3,5,5,1,3,2,2,5,5,5,4,5,36849
1355,1,5,5,1,3,4,3,3,2,1,2,1,6,2,4,4,2,5,4,3,3,2,13,32749
1592,1,1,4,5,5,1,3,3,2,2,3,3,5,3,4,4,4,1,5,1,5,4,15,173705
1581,3,4,6,4,4,4,3,3,4,3,2,4,4,4,3,2,2,1,5,2,6,4,4,54157
1693,4,2,4,2,3,2,5,2,2,3,1,5,4,3,4,5,3,3,3,6,5,2,6,39619
1022,1,4,4,2,2,4,1,4,4,1,2,1,2,4,2,6,3,2,3,1,3,5,3,24712
1093,4,1,5,2,3,5,3,1,1,5,3,2,1,5,2,5,2,2,4,1,5,2,21,106513
989,3,3,4,4,2,4,2,3,2,4,4,4,6,4,2,4,2,3,5,6,3,4,1,9745
1695,5,2,6,2,2,4,5,2,4,4,4,4,3,5,1,3,4,5,5,6,4,4,0,5195
222,2,4,4,3,3,1,4,1,1,5,4,6,1,2,4,4,4,3,3,3,4,1,14,1288
713,1,4,3,2,2,1,4,5,3,4,4,4,5,4,5,3,3,3,6,4,6,1,19,6263
623,1,4,3,3,3,4,6,3,5,3,2,2,1,4,4,6,3,2,4,1,5,2,10,34489
750,3,2,6,5,5,2,1,3,5,4,3,3,3,4,2,6,3,1,6,2,6,1,10,53659
56,1,3,4,3,2,2,3,5,4,4,2,3,3,4,1,6,3,3,5,6,3,4,3,279
1875,2,2,4,2,5,2,3,1,2,5,3,6,2,4,2,5,4,4,3,3,5,2,8,36962
150,1,5,2,5,3,4,3,2,4,3,1,5,5,4,2,4,3,4,5,5,6,4,11,3310
881,4,4,2,5,4,1,2,1,3,4,1,4,2,4,1,5,3,2,5,4,6,3,6,41407
728,2,2,5,3,4,2,2,2,2,2,2,3,3,2,3,3,3,3,5,2,5,5,4,31751
1205,2,3,5,2,2,5,3,2,1,4,3,1,5,3,2,3,5,3,6,3,3,4,8,17877
1654,2,1,2,4,4,2,5,2,5,1,2,2,1,2,1,2,4,3,5,2,5,1,6,53482
1961,1,2,5,3,3,3,1,3,2,4,2,6,4,3,2,2,4,1,4,4,4,3,3,33246
643,2,4,5,3,4,2,5,1,3,3,4,5,5,2,2,6,1,2,5,2,5,4,13,16536
1231,3,4,5,2,3,4,4,4,2,3,3,3,4,3,1,5,4,3,4,4,4,3,0,13803
494,3,4,4,2,4,2,4,5,4,2,5,1,2,4,2,4,2,3,5,4,5,2,2,6533
169,1,2,2,4,3,3,5,4,4,4,4,2,4,3,5,5,5,4,5,1,5,2,13,3137
1208,2,3,1,1,4,4,6,3,2,2,3,3,2,3,2,4,1,1,6,5,5,3,12,58819
1562,4,3,5,5,4,4,5,4,4,4,3,4,4,4,5,2,5,2,5,5,5,1,2,21385
379,2,4,4,5,4,2,4,1,5,1,5,2,5,5,2,4,3,2,4,3,6,4,4,7481
230,4,3,1,5,3,2,3,4,2,4,3,1,3,3,3,4,4,3,5,6,4,1,7,4458
597,3,1,4,4,3,3,4,2,2,3,2,6,3,4,3,2,2,3,6,2,5,2,12,40768
1415,3,4,1,4,3,2,4,4,5,4,5,5,5,2,3,2,5,4,6,5,4,4,0,5152
532,3,2,4,4,5,1,1,3,5,2,3,1,3,4,4,2,2,4,5,5,6,2,8,17975
638,2,4,4,1,4,4,3,3,2,4,4,5,2,4,3,5,1,1,6,5,4,2,11,31905
944,3,4,2,3,5,4,2,2,3,1,5,2,4,4,3,5,3,3,5,4,6,4,3,39392
800,3,3,2,5,2,3,5,1,5,4,2,4,4,3,1,4,5,2,3,3,5,5,0,7237
845,1,2,5,2,4,3,6,4,1,4,5,5,3,4,3,4,3,3,5,4,4,2,12,20476
1451,2,4,4,3,3,5,1,2,3,5,4,2,5,3,1,2,2,3,4,5,4,2,0,26313
775,4,3,5,5,4,3,3,4,2,5,4,3,4,2,3,2,2,3,5,2,5,5,5,9956
622,5,1,2,1,4,2,5,2,1,2,2,1,3,3,4,3,1,2,4,5,4,3,21,16616
442,4,2,6,3,5,4,4,3,2,2,3,5,2,2,4,2,2,2,6,4,3,4,5,9020
1448,2,3,5,1,3,3,2,4,1,3,2,4,5,2,3,2,1,4,5,2,5,4,18,24907
1877,4,4,4,2,3,2,2,2,5,5,3,4,5,5,1,3,2,2,6,4,4,2,0,14075
1486,4,1,1,5,5,3,2,2,2,4,3,1,5,5,1,2,2,5,4,2,4,4,8,69225
1084,4,3,2,4,3,5,5,4,3,1,4,3,5,3,3,5,3,3,4,1,5,5,0,27179
353,4,5,4,4,3,1,6,4,1,4,3,5,3,4,1,3,3,1,3,4,4,5,4,1686
1118,3,4,2,1,4,4,4,3,3,3,1,3,1,4,2,5,3,3,3,4,5,3,1,33905
1220,3,1,2,2,4,1,1,3,3,2,3,5,2,5,3,3,4,2,6,2,3,3,2,63070
1240,3,2,2,5,3,5,4,2,3,4,2,2,5,5,2,4,2,3,5,5,3,4,4,55995
820,3,3,4,3,3,4,3,2,3,2,2,5,5,5,4,2,4,5,5,5,4,2,0,15564
743,4,2,1,2,3,2,2,4,3,2,3,4,6,4,2,6,5,2,4,6,5,2,1,11676
1933,1,2,2,4,3,2,5,3,2,2,2,3,2,4,5,4,3,3,6,4,3,2,14,237459
1103,3,4,4,3,2,2,4,4,4,5,2,3,1,3,2,5,2,3,5,3,3,4,0,12453
1141,4,4,3,2,5,3,5,4,3,1,4,2,3,5,2,4,2,2,5,3,5,2,1,51752
1088,3,5,6,6,4,3,6,2,2,5,3,5,3,4,3,4,2,2,3,4,5,5,9,10980
1040,4,5,5,5,4,3,3,3,3,3,2,3,5,5,4,6,1,5,6,2,4,5,12,26354
530,2,4,3,3,3,4,3,4,4,2,4,3,2,3,2,4,2,5,6,4,4,3,2,8316
776,2,3,4,5,3,2,1,2,2,3,1,5,5,4,4,5,2,2,5,6,6,3,19,51515
1331,3,4,2,5,5,5,6,4,5,2,1,3,6,4,5,3,1,4,5,6,6,2,19,71372
355,2,4,5,3,4,3,6,1,5,3,3,3,5,4,1,5,4,5,4,2,5,2,2,2796
116,2,4,4,5,4,4,4,4,3,5,2,2,3,4,4,6,1,3,5,4,5,3,15,7175
520,4,4,1,5,4,4,3,4,4,4,4,4,1,3,3,4,5,1,4,2,5,2,1,14127
1351,2,4,2,2,3,3,4,2,5,3,2,4,4,4,3,5,3,4,4,5,3,3,0,20851
1512,3,5,6,1,3,4,3,1,2,2,4,4,2,2,2,5,1,2,4,2,4,5,10,25128
1755,1,4,2,4,3,2,1,2,3,2,3,2,1,2,5,4,2,1,6,2,4,2,18,240171
1596,2,3,4,2,4,3,3,5,3,1,5,3,4,4,1,4,2,2,6,2,4,5,3,49299
1283,1,2,2,1,3,3,6,2,2,3,2,3,2,2,2,4,2,1,5,4,3,2,9,41938
750,4,4,2,5,3,3,1,3,3,1,3,5,5,3,2,3,3,3,6,5,5,2,1,12973
1487,4,3,3,5,4,2,4,3,2,4,5,2,6,4,5,4,4,3,4,5,4,3,4,32763
1500,3,2,2,3,3,1,3,4,2,1,3,6,6,4,3,5,3,4,5,6,3,1,4,26681
1327,3,4,4,3,3,5,2,3,2,4,4,2,2,4,2,5,4,3,4,5,6,3,2,41548
496,3,4,6,4,5,4,4,1,4,3,1,4,5,3,2,5,3,2,5,2,4,1,3,18681
1207,3,2,5,4,4,1,2,3,2,4,1,3,5,4,2,3,4,5,6,2,6,2,7,22089
1759,5,3,5,3,3,1,6,5,4,5,2,4,2,3,2,4,4,3,3,4,6,1,1,8147
1476,4,3,6,6,4,5,1,2,2,3,5,3,3,5,4,4,3,4,5,6,4,2,7,74914
117,5,4,1,4,2,3,2,2,5,1,4,2,5,2,3,5,4,1,4,6,5,5,0,1089
11,5,4,5,5,3,3,4,5,2,5,1,2,2,5,4,5,4,1,5,4,5,2,7,193
749,3,3,2,5,4,2,2,4,2,1,2,5,3,3,1,5,1,4,4,4,4,3,10,27370
121,4,4,2,1,5,1,3,4,3,2,4,5,2,4,5,5,1,4,4,3,3,2,5,2199
425,4,5,4,3,4,4,3,4,2,4,2,5,5,4,3,5,2,1,6,6,4,2,4,9598
170,4,3,3,2,4,1,2,1,4,5,4,2,2,5,1,5,2,3,5,3,4,2,3,3683
1633,2,4,1,1,4,2,2,1,4,5,2,5,6,2,2,5,3,4,5,2,6,2,6,29012
1833,3,3,5,2,5,3,3,2,5,3,2,4,4,4,1,3,3,5,4,5,5,4,0,15282
767,5,2,6,2,2,3,5,2,1,1,3,3,1,3,5,3,2,3,3,4,6,1,20,23770
1006,5,5,4,2,4,3,2,4,1,5,4,1,2,3,4,3,2,4,5,5,4,4,9,8715
951,3,5,2,1,2,4,3,2,4,4,2,6,2,2,5,2,1,3,4,6,5,4,8,5234
163,4,1,1,3,4,4,3,1,3,2,3,5,1,2,4,4,3,3,5,4,4,5,3,5509
283,2,3,2,4,3,3,3,3,3,2,4,2,5,4,2,5,4,1,4,4,5,2,0,11018
271,2,1,3,4,4,4,3,2,2,4,3,5,1,4,3,4,5,2,5,5,4,5,4,6114
1613,2,2,4,3,4,2,3,4,3,3,4,3,6,4,2,4,2,3,4,3,4,5,1,23912
208,3,3,2,2,4,2,4,2,5,5,2,2,4,3,3,5,2,1,5,5,6,4,4,2426
590,2,4,4,4,4,3,3,2,1,3,2,4,3,3,4,2,5,2,6,5,6,3,17,18281
925,3,1,5,1,4,2,4,2,5,4,5,4,4,2,4,5,3,4,5,3,6,5,5,6699
1013,4,2,5,5,3,5,3,2,3,4,5,3,2,4,2,3,3,4,3,2,4,3,0,16215
1833,4,5,2,3,4,1,1,4,5,2,4,5,4,2,5,4,3,3,4,3,6,4,0,24517
142,1,3,5,2,3,2,3,4,1,2,2,5,5,5,4,3,4,4,4,4,5,1,16,3585
1383,2,2,2,2,3,2,5,3,4,3,2,4,2,3,2,2,4,1,5,6,5,5,1,21882
1864,3,5,4,2,3,4,5,4,3,2,4,5,3,4,2,6,3,2,4,3,6,2,3,61817
1586,5,4,5,5,3,3,3,3,4,2,4,1,5,2,3,3,3,4,4,1,4,2,2,30774
1356,4,2,2,6,5,5,1,5,3,3,3,2,1,4,4,2,3,3,5,1,4,3,4,148322
809,3,3,5,5,3,2,2,2,4,4,2,3,6,4,2,6,5,2,4,4,5,2,3,14254
719,2,4,4,3,4,3,3,4,4,3,3,3,2,4,4,4,2,5,5,5,5,4,4,13752
1975,4,2,3,6,4,4,4,2,5,5,1,3,2,4,2,5,3,3,6,6,6,3,6,86471
1286,5,2,6,4,4,4,2,2,4,2,3,3,6,5,3,3,2,2,4,2,4,1,3,44883
1698,2,4,4,4,2,3,4,3,3,4,4,4,5,4,5,6,2,5,6,4,3,4,8,18631
1758,3,3,2,2,4,4,2,2,3,3,5,2,2,5,4,4,3,4,6,4,5,2,2,107156
341,4,4,2,1,3,2,6,3,2,2,2,1,4,3,2,3,4,2,6,2,4,5,1,3776
1697,2,3,3,2,4,3,4,3,2,4,4,5,1,3,3,5,4,4,5,4,3,3,2,29552
1824,3,2,2,1,4,4,4,1,3,4,3,2,5,3,2,5,1,2,4,6,5,1,16,71061
1594,3,5,3,2,4,2,4,2,2,5,2,4,2,2,3,2,3,3,5,5,3,5,1,11853
1916,2,3,4,5,3,3,5,1,2,5,4,3,1,4,5,5,4,3,6,5,4,3,13,127382
844,2,2,3,6,4,4,3,3,3,2,3,2,4,4,2,6,3,2,4,2,4,3,7,76216
191,4,5,3,2,5,1,1,4,3,5,5,5,2,4,4,3,2,2,3,4,4,3,0,1373
823,2,3,6,2,5,1,6,3,4,3,2,5,3,2,3,5,2,5,4,4,6,3,5,8644
1735,2,1,5,3,4,2,5,3,4,4,3,2,4,3,1,2,4,5,3,4,4,4,0,9191
1175,3,3,2,5,2,4,3,4,3,4,4,3,5,4,2,6,3,4,3,3,4,4,0,14603
1833,3,3,3,2,5,4,5,5,1,4,3,3,3,4,4,4,2,3,5,4,4,2,7,67520
1315,3,3,5,3,3,4,3,2,4,4,1,2,1,5,4,5,1,1,5,2,3,3,15,131303
726,3,2,5,4,2,5,1,4,4,4,4,6,6,4,5,5,2,1,4,3,4,3,3,16275
1674,5,1,1,2,3,1,1,4,2,3,2,2,4,4,5,3,5,5,4,4,5,3,4,24144
384,1,5,5,6,3,4,2,4,2,4,2,5,2,4,5,5,1,1,4,5,5,4,31,27871
331,5,4,2,6,4,4,3,4,2,2,3,5,4,5,1,6,3,2,4,2,6,1,12,18306
1665,5,1,2,5,4,1,4,2,3,2,2,2,2,2,3,4,1,5,3,3,6,4,15,64522
827,5,4,5,4,2,3,2,3,2,3,4,3,5,4,2,5,1,1,6,5,4,3,6,12796
336,2,1,3,3,4,3,2,2,3,5,5,4,6,4,2,5,4,5,4,2,6,2,7,5581
1582,2,4,4,2,4,3,4,5,2,2,5,6,6,3,3,4,2,3,5,5,5,5,8,8606
1490,2,5,1,3,4,4,5,3,2,1,5,2,5,3,3,4,5,2,4,5,4,4,0,33428
140,1,2,5,6,4,2,5,4,4,4,3,4,3,3,4,6,4,2,4,6,4,2,12,3857
1476,4,5,4,4,2,5,3,3,2,5,2,4,3,2,1,3,2,5,4,2,6,1,10,27960
1221,5,3,4,5,3,3,2,3,1,3,3,2,2,3,3,3,4,3,5,3,6,2,12,61966
464,3,3,3,5,4,2,5,3,4,5,4,5,1,4,3,6,2,3,4,1,4,2,4,14476
1035,3,2,6,1,3,4,6,5,5,2,2,3,4,2,3,6,4,1,5,2,3,2,2,16112
684,3,3,5,1,4,2,3,4,4,4,4,5,3,2,3,3,3,2,4,5,5,4,0,3345
1104,4,2,6,2,4,2,2,5,3,3,3,4,4,4,4,6,2,4,4,1,6,2,8,29239
516,1,1,2,1,5,5,3,5,4,5,3,3,4,5,2,3,5,4,6,6,4,1,6,8533
1145,4,4,2,4,5,2,3,4,4,5,5,3,3,5,4,5,1,4,4,6,3,1,6,17894
1551,1,4,5,1,3,4,1,1,4,3,4,1,5,4,4,4,5,2,4,2,4,2,10,38193
830,2,2,4,1,5,3,6,2,5,3,2,4,2,3,4,2,2,2,4,2,5,2,5,18614
69,3,4,3,5,4,4,6,2,1,2,2,3,5,2,1,3,1,4,4,1,3,3,15,1423
1383,3,1,3,2,3,2,3,3,5,3,1,4,4,3,3,3,2,4,5,1,4,2,6,31927
1520,4,1,3,1,3,2,4,5,1,2,2,2,6,3,3,4,5,4,6,2,3,4,6,21893
1482,3,4,1,4,4,1,6,3,2,2,4,5,2,2,4,4,4,3,5,2,5,2,3,44823
268,2,1,6,4,3,4,2,5,3,2,3,4,3,4,3,5,2,2,5,6,6,4,10,9824
1811,3,3,5,4,4,1,5,3,1,1,5,2,4,3,4,3,3,4,4,2,4,1,11,35458
1539,2,4,6,4,4,4,1,5,1,2,3,4,4,3,3,4,5,3,4,4,5,2,7,42066
655,1,1,5,3,2,2,5,3,4,2,3,6,3,4,2,3,2,1,4,4,5,3,7,13453
81,5,4,3,2,3,3,3,3,3,3,2,5,4,2,3,5,2,3,4,4,5,1,3,1172
1253,1,2,2,6,2,4,1,4,4,2,3,4,6,2,2,4,4,4,5,5,3,1,11,41022
1485,3,1,1,5,5,4,3,2,4,1,4,5,4,3,2,6,4,2,4,2,3,5,6,41910
554,4,3,4,3,2,3,3,5,1,1,2,6,2,3,3,5,3,3,6,2,4,1,12,19298
370,4,2,1,6,5,4,1,2,3,2,2,3,5,4,4,6,3,3,6,3,4,1,10,70135
899,3,1,1,2,3,4,1,1,3,2,2,1,1,4,2,5,4,1,6,5,5,2,7,109046
1886,3,4,5,4,5,1,5,4,2,1,4,2,3,4,2,4,2,5,5,3,5,5,3,52882
943,2,4,5,6,4,2,2,4,3,1,3,1,5,5,1,4,2,2,5,4,6,1,23,37758
1775,4,4,5,2,3,3,6,5,2,4,3,4,4,3,5,4,4,3,3,1,4,4,1,9643
1342,5,3,4,1,3,4,6,4,1,5,4,5,1,4,5,5,2,4,6,3,4,4,12,16900
719,3,4,5,4,2,5,2,4,3,1,2,3,4,4,2,4,2,3,5,6,5,4,1,11442
1583,2,1,3,5,4,2,4,3,3,1,2,1,1,2,5,5,4,5,4,5,5,1,16,173244
1541,2,5,1,6,3,3,2,1,4,3,5,1,3,4,3,4,4,4,3,5,6,4,6,42883
132,3,5,1,1,3,4,1,1,5,5,5,2,2,3,3,3,1,1,5,6,4,4,4,1080
745,1,1,4,1,2,4,6,5,3,3,4,1,3,3,2,4,2,4,4,1,4,2,13,10692
130,4,5,3,6,4,2,4,3,1,5,3,2,5,2,4,5,4,2,6,4,4,1,18,1937
1196,3,2,4,4,3,3,2,4,4,3,5,2,3,3,2,2,3,2,5,3,6,1,5,23563
880,1,3,3,2,3,3,5,5,2,1,4,6,5,4,3,6,2,2,3,2,6,2,15,28104
10,2,2,2,3,5,4,3,4,2,4,2,3,6,3,2,3,2,2,3,3,5,1,10,250
1895,2,2,5,2,5,1,6,1,5,4,4,2,3,4,2,4,2,3,4,5,4,2,3,28292
454,4,3,6,5,5,5,2,1,1,3,5,5,5,4,2,3,1,2,5,2,6,4,26,26050
1272,2,4,1,1,5,3,3,3,1,5,4,3,4,4,4,4,4,5,5,3,6,3,12,36789
821,3,2,5,2,4,4,2,1,5,3,5,1,5,2,1,2,3,4,5,4,4,1,1,6857
939,5,1,2,3,3,4,2,3,1,3,1,2,5,3,2,5,4,2,5,3,4,4,5,22257
636,3,1,3,1,2,2,3,4,2,4,5,4,5,4,4,5,5,2,4,3,4,4,2,4120
879,1,4,4,1,5,4,6,5,1,4,5,2,6,2,4,2,3,2,6,6,4,5,16,4745
445,4,4,5,4,2,3,6,5,4,2,2,3,1,5,5,5,2,3,4,6,5,2,5,11063
517,2,1,3,6,3,1,5,4,1,1,4,2,2,3,2,5,5,1,3,4,5,2,12,14814
597,4,3,5,1,4,2,4,4,4,5,4,3,3,5,4,6,2,3,5,5,4,1,2,6589
584,2,2,4,6,5,1,4,4,3,4,4,2,4,4,3,2,2,4,5,1,5,2,12,25932
1660,4,1,4,4,5,3,3,2,2,4,4,4,5,2,2,4,3,5,5,3,5,3,4,22876
634,5,2,6,6,4,4,5,3,2,3,2,6,1,2,3,2,3,3,6,4,5,2,9,20991
479,3,2,6,6,3,3,1,4,3,2,1,2,5,2,4,3,1,1,4,1,4,3,22,35800
431,2,1,5,2,3,4,3,5,3,2,2,1,4,5,4,4,4,5,4,5,3,4,5,6096
787,5,5,6,3,3,2,5,3,1,3,5,1,4,2,3,4,3,4,5,5,6,3,10,4058
873,3,4,6,1,3,3,6,2,1,3,4,5,2,4,3,6,2,4,4,4,4,2,11,11389
1124,4,3,4,2,2,4,3,1,2,2,2,4,3,5,2,3,3,4,5,3,4,3,3,30024
37,3,1,2,4,5,4,5,1,3,2,4,2,5,3,4,3,2,1,4,2,6,4,10,2331
673,2,4,4,4,5,2,5,4,4,2,2,3,5,2,1,6,3,5,6,3,5,3,2,8960
829,3,1,3,3,4,2,5,5,3,4,3,3,2,4,3,4,5,5,3,5,5,1,1,15306
1317,2,2,1,3,3,3,5,1,3,3,3,1,4,4,3,6,2,5,4,6,6,2,18,88473
1558,4,3,2,3,3,4,2,2,2,2,2,5,3,5,3,3,3,4,6,5,5,3,5,50279
898,2,2,3,6,3,4,5,3,3,4,5,1,5,3,2,5,4,5,4,4,5,4,5,16720
330,2,3,2,5,3,4,4,5,2,1,3,4,2,2,4,3,4,4,4,6,5,3,5,8691
1543,4,3,4,6,4,4,5,4,1,1,2,6,6,3,2,4,3,2,4,6,5,3,12,42850
583,4,3,5,3,4,2,2,2,5,3,4,2,6,3,2,5,5,3,5,5,6,5,0,5144
1477,5,2,5,3,4,4,2,5,4,5,4,6,3,3,5,5,2,2,3,4,3,1,3,12814
1267,4,2,4,3,4,3,6,5,2,2,3,5,5,4,3,3,5,3,3,1,4,3,1,18979
1411,3,4,6,5,4,3,4,1,1,3,2,4,2,3,3,5,3,3,4,3,5,5,12,71394
1359,4,3,4,6,3,2,3,2,4,4,4,6,5,3,2,5,3,4,4,4,4,4,1,11064
133,3,2,5,6,5,3,6,4,4,5,2,2,4,4,3,2,4,2,4,5,3,4,0,990
625,3,2,4,2,3,4,6,4,4,3,4,4,4,2,1,5,5,1,3,2,4,2,1,4022
75,3,3,3,4,3,1,5,4,5,4,3,4,5,4,2,5,2,1,6,1,6,4,6,1071
1468,5,2,3,5,4,4,6,4,1,5,4,2,3,3,4,5,4,5,5,5,4,2,10,35972
225,4,2,5,5,4,4,2,4,2,3,3,4,2,2,5,5,3,2,4,4,6,2,8,13069
698,5,1,4,2,3,2,2,2,3,5,1,4,3,3,2,2,2,3,5,5,4,1,4,5795
576,4,3,3,4,2,2,2,2,4,2,4,5,3,2,4,5,5,2,4,2,4,2,0,8347
1218,4,2,5,4,4,5,6,3,3,3,2,3,6,2,4,5,5,4,4,3,4,5,0,15229
1564,4,4,6,3,5,5,3,3,2,2,2,6,6,2,2,5,4,2,6,4,6,2,6,45797
1359,1,2,6,1,3,2,2,4,3,2,3,5,5,5,4,6,2,4,6,5,4,2,13,39425
1141,1,1,3,5,2,1,1,3,5,2,1,4,3,2,3,6,1,2,5,1,5,1,37,101127
1360,3,4,4,4,2,2,2,5,4,3,1,2,1,4,3,2,2,4,4,2,5,2,3,37134
1512,2,2,5,1,3,4,5,2,3,4,3,1,4,3,2,3,2,1,4,5,5,1,10,50562
1616,2,1,3,4,2,2,4,4,2,1,4,6,3,4,4,2,3,5,4,3,4,3,4,29987
746,4,3,4,4,4,4,3,5,4,4,4,5,5,3,3,4,3,1,5,3,5,3,0,12913
1797,4,4,6,3,2,2,5,4,2,1,3,1,5,4,2,4,2,1,4,6,4,5,1,17985
319,2,2,3,6,4,3,5,1,3,3,1,4,5,4,3,5,2,2,5,2,4,5,14,17613
823,4,4,2,3,4,4,5,1,3,4,4,4,3,3,3,6,3,4,5,2,6,3,6,29147
717,4,5,2,3,2,2,6,4,2,4,1,5,2,4,4,3,1,3,4,6,3,3,10,7426
1773,2,5,5,3,3,4,5,1,2,2,5,5,5,2,3,3,1,3,4,5,4,5,9,12213
1635,4,5,3,6,4,1,4,4,4,4,4,4,1,5,2,3,3,2,5,1,6,2,5,23218
1149,2,2,5,3,3,5,5,4,1,3,2,4,1,5,3,5,1,2,5,4,5,2,24,178649
1993,4,4,2,2,4,2,2,4,5,4,4,4,3,4,2,4,3,3,3,4,3,3,0,14928
1814,5,4,4,6,4,1,3,3,4,2,2,6,2,4,4,5,3,2,4,5,5,5,0,42449
522,2,3,5,6,3,3,3,4,1,4,4,5,1,4,2,3,4,1,6,5,4,3,14,9006
1610,4,5,5,2,5,3,5,3,2,3,4,4,4,4,2,4,4,5,4,1,4,4,0,12434
1327,4,3,6,2,2,2,6,1,5,4,3,2,6,3,4,5,3,2,6,6,4,4,2,10545
1509,4,4,6,4,3,2,3,2,1,3,4,3,5,3,3,6,2,5,5,6,3,2,10,21246
1626,3,2,4,5,3,4,1,5,4,2,5,2,4,3,4,3,4,2,4,2,5,4,0,50469
1295,4,4,5,4,4,3,4,4,3,1,4,2,2,3,4,2,2,4,5,2,5,4,1,25974
533,2,5,3,4,5,2,3,5,2,4,5,4,5,3,2,4,3,3,5,2,6,4,6,6026
1336,3,2,2,5,5,2,3,3,3,4,2,5,5,2,2,6,5,3,3,4,6,4,4,33578
301,5,1,3,2,5,2,6,2,5,2,2,4,3,3,3,5,4,2,4,5,3,4,2,3986
89,4,2,4,3,3,2,5,4,2,2,1,2,3,4,3,6,3,3,5,3,3,1,6,2788
1414,4,3,6,5,4,2,1,3,1,4,1,3,4,3,5,3,2,1,5,1,4,2,20,130057
1504,4,4,4,2,4,2,5,3,1,2,2,5,3,4,3,5,3,5,3,4,6,1,12,22401
558,1,3,4,1,3,1,4,1,3,1,5,4,1,2,1,2,3,3,5,6,4,4,4,2541
918,4,2,3,5,4,4,4,3,2,4,1,3,5,4,4,5,4,5,3,3,4,4,3,23480
375,4,2,3,2,4,5,3,3,2,3,4,1,4,4,3,2,4,4,3,6,3,5,0,2646
1593,1,4,5,4,4,4,1,2,2,3,5,3,2,3,1,5,3,1,5,4,5,3,9,154352
416,5,3,1,2,3,1,3,3,5,2,3,6,2,3,4,4,4,2,5,4,4,3,0,4236
1160,5,3,2,3,5,4,1,4,3,4,2,5,3,3,3,3,2,4,6,2,3,3,1,27853
6,3,3,4,5,5,2,6,4,5,3,3,2,3,2,3,3,4,4,3,5,5,5,0,18
1531,4,2,3,2,3,1,1,3,2,4,3,4,1,3,2,4,1,5,6,2,5,1,13,48515
503,3,4,1,6,3,3,3,2,2,5,2,6,5,5,4,3,5,1,4,4,4,3,8,9980
1016,2,3,6,2,3,4,4,2,3,5,4,5,3,2,3,2,2,5,4,3,3,4,0,6939
52,4,4,3,5,4,3,4,5,4,5,3,1,5,2,4,3,5,2,4,5,5,2,3,449
399,2,3,3,4,3,2,6,2,2,2,3,4,1,3,3,3,4,3,5,1,4,3,2,8336
260,4,1,2,3,3,4,4,2,2,2,3,5,5,4,3,5,2,4,5,2,5,3,11,10294
